site_id,url,domain,seed_tier,seed_type,layer,priority_tier,region,source_type,signal_role,notes,seed_origin,robots_url,robots_status,robots_has_sitemap,candidate_sitemap_count,accessible_sitemap_count,accessible_sitemaps,accessible_feed_count,accessible_feeds,historical_strategy,expected_coverage,wayback_fallback,seed_has_archive_hint
bangkokbiznews_com,http://www.bangkokbiznews.com/world/geopolitics,bangkokbiznews.com,B,national_media,media_narrative,P1,asia,national_major_media,narrative_and_agenda,strong geopolitics section,http://www.bangkokbiznews.com,http://www.bangkokbiznews.com/robots.txt,200,1,11,11,"[""https://api.bangkokbiznews.com/sitemap"", ""https://api.bangkokbiznews.com/sitemap/latest"", ""https://api.bangkokbiznews.com/sitemap/tag"", ""https://www.bangkokbiznews.com/sitemap.xml"", ""https://api.bangkokbiznews.com/sitemap"", ""https://www.bangkokbiznews.com/sitemap-index.xml"", ""https://www.bangkokbiznews.com/news-sitemap.xml"", ""https://www.bangkokbiznews.com/sitemap_news.xml"", ""https://www.bangkokbiznews.com/sitemap-news.xml"", ""https://www.bangkokbiznews.com/post-sitemap.xml"", ""https://www.bangkokbiznews.com/page-sitemap.xml""]",0,[],direct_sitemap,high,1,0
bangladesh_mofa,https://mofa.gov.bd/pages/press-releases,mofa.gov.bd,A,official,official_direct,P1,south_asia,foreign_ministry,official_position,official Bangladesh foreign ministry press releases,https://mofa.gov.bd,https://mofa.gov.bd/robots.txt,0,0,8,0,[],0,[],section_archive_plus_wayback,medium,1,1
bbc_com,https://www.bbc.com/news,bbc.com,A,major_media,media_narrative,P0,global,global_major_media,narrative_and_agenda,high quality global coverage,https://www.bbc.com,https://www.bbc.com/robots.txt,200,1,41,12,"[""https://www.bbc.com/sitemaps/https-index-com-archive.xml"", ""https://www.bbc.com/sitemaps/https-index-com-news.xml"", ""https://www.bbc.com/sitemaps/https-index-com-archive_video.xml"", ""https://www.bbc.com/sitemaps/https-index-com-video.xml"", ""https://www.bbc.com/sitemaps/sitemap-com-ws-topics.xml"", ""https://www.bbc.com/sport/sitemap.xml"", ""https://www.bbc.com/afrique/sitemap.xml"", ""https://www.bbc.com/arabic/sitemap.xml"", ""https://www.bbc.com/bengali/sitemap.xml"", ""https://www.bbc.com/burmese/sitemap.xml"", ""https://www.bbc.com/gahuza/sitemap.xml"", ""https://www.bbc.com/hausa/sitemap.xml""]",0,[],direct_sitemap,medium,1,0
bernama_com,https://www.bernama.com/en/world/,bernama.com,A,wire,wire_fast,P0,asia,state_media,event_baseline,national wire with strong region coverage,https://www.bernama.com,https://www.bernama.com/robots.txt,200,0,8,1,"[""https://www.bernama.com/sitemap.xml""]",0,[],direct_sitemap,medium,1,0
bisnis_com,http://www.bisnis.com/,bisnis.com,B,national_media,media_narrative,P1,asia,national_major_media,narrative_and_agenda,business and policy coverage,http://www.bisnis.com,http://www.bisnis.com/robots.txt,200,1,9,3,"[""https://www.bisnis.com/sitemap.xml"", ""https://www.bisnis.com/sitemap.xml"", ""https://www.bisnis.com/sitemap-news.xml""]",0,[],direct_sitemap,medium,1,0
bloomberg_politics,https://www.bloomberg.com/politics,bloomberg.com,B,national_media,media_narrative,P1,global,business_media,narrative_and_agenda,elite policy and markets lens on political developments,https://www.bloomberg.com,https://www.bloomberg.com/robots.txt,200,1,18,8,"[""https://www.bloomberg.com/sitemaps/news/index.xml"", ""https://www.bloomberg.com/sitemaps/news/latest.xml"", ""https://www.bloomberg.com/sitemaps/collections/index.xml"", ""https://www.bloomberg.com/sitemaps/media/video/index.xml"", ""https://www.bloomberg.com/sitemaps/media/audio/index.xml"", ""https://www.bloomberg.com/sitemaps/people/profiles/index.xml"", ""https://www.bloomberg.com/sitemaps/companies/public-company/index.xml"", ""https://www.bloomberg.com/sitemaps/companies/private-company/index.xml""]",0,[],direct_sitemap,medium,1,0
brazil_mre,https://www.gov.br/mre/en/contact-us/press-area/press-releases,gov.br/mre,A,official,official_direct,P1,latin_america,foreign_ministry,official_position,official Brazil foreign ministry press area,https://www.gov.br,https://www.gov.br/robots.txt,0,0,8,0,[],0,[],section_archive_plus_wayback,medium,1,1
bundesregierung_de,https://www.bundesregierung.de/breg-de/bundesregierung,bundesregierung.de,A,official,official_direct,P1,europe,executive_government,official_position,official German government newsroom,https://www.bundesregierung.de,https://www.bundesregierung.de/robots.txt,200,1,11,3,"[""https://www.bundesregierung.de/service-sitemap-4d4e784d6cdbde1a37901f96601df03f-sitemap_index.xml"", ""https://www.bundesregierung.de/service-sitemap-9dca52ff98e0ed01b98a219a2b0bb383-sitemap_index.xml"", ""https://www.bundesregierung.de/service-sitemap-eac0bb2dddac4321ff3b164c4ce8d951-sitemap_index.xml""]",0,[],direct_sitemap,high,1,0
businesstimes_com_sg,http://www.businesstimes.com.sg/singapore,businesstimes.com.sg,B,national_media,media_narrative,P1,asia,business_media,narrative_and_agenda,strong policy and macro angle,http://www.businesstimes.com.sg,http://www.businesstimes.com.sg/robots.txt,200,1,10,3,"[""https://www.businesstimes.com.sg/googlenews.xml"", ""https://www.businesstimes.com.sg/sitemap.xml"", ""https://www.businesstimes.com.sg/sitemap.xml""]",1,"[""https://www.businesstimes.com.sg/rss.xml""]",direct_sitemap,medium,1,0
canada_gac,https://www.international.gc.ca/global-affairs-affaires-mondiales/news-nouvelles/index.aspx?lang=eng,international.gc.ca,A,official,official_direct,P1,north_america,foreign_ministry,official_position,official Canadian foreign affairs signal,https://www.international.gc.ca,https://www.international.gc.ca/robots.txt,200,0,8,0,[],0,[],gdelt_or_wayback_plus_direct_fetch,low,1,0
cbc_ca,http://www.cbc.ca/news/world,cbc.ca,A,major_media,media_narrative,P0,north_america,public_broadcaster,narrative_and_agenda,high quality public broadcaster,http://www.cbc.ca,http://www.cbc.ca/robots.txt,200,0,8,0,[],0,[],gdelt_or_wayback_plus_direct_fetch,low,1,0
cbsnews_com,http://www.cbsnews.com/world/,cbsnews.com,A,major_media,media_narrative,P0,north_america,global_major_media,narrative_and_agenda,strong general international coverage,http://www.cbsnews.com,http://www.cbsnews.com/robots.txt,200,1,9,1,"[""https://www.cbsnews.com/xml-sitemap/index.xml""]",0,[],direct_sitemap,medium,1,0
channelnewsasia_com,http://www.channelnewsasia.com/latest-news,channelnewsasia.com,A,regional_media,media_narrative,P0,asia,regional_major_media,narrative_and_agenda,excellent Southeast Asia and China coverage,http://www.channelnewsasia.com,http://www.channelnewsasia.com/robots.txt,200,1,12,4,"[""https://www.channelnewsasia.com/api/v1/sitemap-news-feed?_format=xml"", ""https://www.channelnewsasia.com/api/v1/sitemap-video-feed?_format=xml"", ""https://www.channelnewsasia.com/api/v1/sitemap-image-feed?_format=xml"", ""https://www.channelnewsasia.com/api/v1/google-audio-news-feed""]",0,[],direct_sitemap,medium,1,1
chile_minrel,https://www.minrel.gob.cl/minrel/sala-de-prensa/p/1,minrel.gob.cl,A,official,official_direct,P1,latin_america,foreign_ministry,official_position,official Chile foreign ministry press room,https://www.minrel.gob.cl,https://www.minrel.gob.cl/robots.txt,200,1,9,1,"[""https://www.minrel.gob.cl/minrel/site/sitemap_pags.xml""]",0,[],direct_sitemap,medium,1,0
china_mfa,https://www.mfa.gov.cn/eng/xw/,mfa.gov.cn,A,official,official_direct,P0,asia,foreign_ministry,official_position,official China foreign ministry news,https://www.mfa.gov.cn,https://www.mfa.gov.cn/robots.txt,0,0,8,0,[],0,[],gdelt_or_wayback_plus_direct_fetch,low,1,0
chinatimes_com,https://www.chinatimes.com/realtimenews/,chinatimes.com,B,national_media,media_narrative,P1,asia,national_major_media,narrative_and_agenda,important Taiwan source,https://www.chinatimes.com,https://www.chinatimes.com/robots.txt,200,1,16,0,[],0,[],gdelt_or_wayback_plus_direct_fetch,low,1,0
clarin_mundo,https://www.clarin.com/mundo/,clarin.com,B,national_media,media_narrative,P1,latin_america,national_major_media,narrative_and_agenda,major Argentina outlet with regional reach,https://www.clarin.com,https://www.clarin.com/robots.txt,200,1,11,4,"[""https://www.clarin.com/sitemaps/index.xml"", ""https://www.clarin.com/sitemaps/index_services.xml"", ""https://www.clarin.com/sitemaps/sitemap_google_news.xml"", ""https://www.clarin.com/sitemaps/index.xml""]",1,"[""https://www.clarin.com/rss/lo-ultimo/""]",direct_sitemap,medium,1,0
colombia_cancilleria,https://www.cancilleria.gov.co/sala-de-prensa/noticias,cancilleria.gov.co,A,official,official_direct,P1,latin_america,foreign_ministry,official_position,official Colombia foreign ministry newsroom,https://www.cancilleria.gov.co,https://www.cancilleria.gov.co/robots.txt,0,0,8,0,[],0,[],gdelt_or_wayback_plus_direct_fetch,low,1,0
csmonitor_com,https://www.csmonitor.com/World,csmonitor.com,B,major_media,media_narrative,P1,global,global_major_media,narrative_and_agenda,use domain but replace weak section URL,https://www.csmonitor.com,https://www.csmonitor.com/robots.txt,200,1,8,2,"[""https://www.csmonitor.com/sitemap-index.xml"", ""https://www.csmonitor.com/sitemap.xml""]",0,[],direct_sitemap,medium,1,0
daily_star_bd,https://www.thedailystar.net/news/world,thedailystar.net,B,national_media,media_narrative,P1,south_asia,national_major_media,narrative_and_agenda,major Bangladesh English-language outlet with regional and world coverage,https://www.thedailystar.net,https://www.thedailystar.net/robots.txt,200,1,8,1,"[""https://www.thedailystar.net/sitemap.xml""]",1,"[""https://www.thedailystar.net/rss.xml""]",direct_sitemap,medium,1,0
dailymaverick,https://www.dailymaverick.co.za/section/world/,dailymaverick.co.za,B,national_media,media_narrative,P1,africa,national_major_media,narrative_and_agenda,high-quality South Africa outlet with strong politics coverage,https://www.dailymaverick.co.za,https://www.dailymaverick.co.za/robots.txt,200,1,8,2,"[""https://www.dailymaverick.co.za/sitemap_index.xml"", ""https://www.dailymaverick.co.za/news-sitemap.xml""]",1,"[""https://www.dailymaverick.co.za/dmrss/""]",direct_sitemap,high,1,0
dawnnews_tv,https://www.dawnnews.tv/pakistan,dawnnews.tv,A,national_media,media_narrative,P0,south_asia,national_major_media,narrative_and_agenda,important Pakistan source,https://www.dawnnews.tv,https://www.dawnnews.tv/robots.txt,200,1,9,1,"[""https://www.dawnnews.tv/feeds/sitemap""]",0,[],direct_sitemap,medium,1,0
detik_com,https://news.detik.com/,detik.com,B,national_media,media_narrative,P1,asia,national_major_media,narrative_and_agenda,major Indonesia source,https://news.detik.com,https://news.detik.com/robots.txt,200,1,8,1,"[""https://news.detik.com/sitemap.xml""]",2,"[""https://news.detik.com/rss"", ""https://news.detik.com/rss.xml""]",direct_sitemap,medium,1,0
detiknews_com,https://news.detik.com/berita,detik.com,B,national_media,media_narrative,P1,asia,national_major_media,narrative_and_agenda,major Indonesia news section,https://news.detik.com,https://news.detik.com/robots.txt,200,1,8,1,"[""https://news.detik.com/sitemap.xml""]",2,"[""https://news.detik.com/rss"", ""https://news.detik.com/rss.xml""]",direct_sitemap,medium,1,0
dn_pt,https://www.dn.pt/%C3%BAltimas,dn.pt,B,national_media,media_narrative,P1,europe,national_major_media,narrative_and_agenda,good Portugal supplement,https://www.dn.pt,https://www.dn.pt/robots.txt,200,1,9,2,"[""https://www.dn.pt/sitemap.xml"", ""https://www.dn.pt/news_sitemap.xml""]",1,"[""https://www.dn.pt/stories.rss""]",direct_sitemap,medium,1,0
dpa_com,https://www.dpa.com/en/international-news,dpa.com,A,wire,wire_fast,P1,europe,wire_service,event_baseline,major wire; use English international news service rather than corporate pages,https://www.dpa.com,https://www.dpa.com/robots.txt,200,1,8,1,"[""https://www.dpa.com/sitemap.xml""]",0,[],direct_sitemap,medium,1,0
dw_english,https://www.dw.com/en/top-stories/s-9097,dw.com,B,major_media,media_narrative,P1,europe,public_broadcaster,narrative_and_agenda,global public broadcaster with strong world desk,https://www.dw.com,https://www.dw.com/robots.txt,200,1,8,1,"[""https://www.dw.com/sitemap.xml""]",0,[],direct_sitemap,medium,1,0
east_african,https://www.theeastafrican.co.ke/tea/news,theeastafrican.co.ke,B,regional_media,media_narrative,P1,africa,regional_major_media,narrative_and_agenda,regional East African policy and geopolitics coverage,https://www.theeastafrican.co.ke,https://www.theeastafrican.co.ke/robots.txt,200,0,8,0,[],1,"[""https://www.theeastafrican.co.ke/rss.xml""]",feed_plus_archive,medium,1,0
ecowas_news,https://www.ecowas.int/,ecowas.int,A,official,official_direct,P1,africa,international_organization,official_position,official West African regional organization news and communiques,https://www.ecowas.int,https://www.ecowas.int/robots.txt,200,1,9,4,"[""https://www.ecowas.int/sitemap.xml"", ""https://www.ecowas.int/news-sitemap.xml"", ""https://www.ecowas.int/post-sitemap.xml"", ""https://www.ecowas.int/page-sitemap.xml""]",2,"[""https://www.ecowas.int/feed/"", ""https://www.ecowas.int/feed/""]",direct_sitemap,high,1,0
eeas_europa,https://www.eeas.europa.eu/eeas/press-material_en,eeas.europa.eu,A,official,official_direct,P0,europe,foreign_service,official_position,official EU diplomatic service press material,https://www.eeas.europa.eu,https://www.eeas.europa.eu/robots.txt,200,0,8,1,"[""https://www.eeas.europa.eu/sitemap.xml""]",0,[],direct_sitemap,medium,1,1
efe_com,https://efe.com/english/,efe.com,A,wire,wire_fast,P1,latin_america,wire_service,event_baseline,valuable wire but path should be tuned,https://efe.com,https://efe.com/robots.txt,200,1,8,5,"[""https://efe.com/sitemap_index.xml"", ""https://efe.com/sitemap_index.xml"", ""https://efe.com/news-sitemap.xml"", ""https://efe.com/post-sitemap.xml"", ""https://efe.com/page-sitemap.xml""]",0,[],direct_sitemap,high,1,0
egypt_mfa,https://www.mfa.gov.eg/,mfa.gov.eg,A,official,official_direct,P1,middle_east,foreign_ministry,official_position,official Egypt foreign ministry signal source,https://www.mfa.gov.eg,https://www.mfa.gov.eg/robots.txt,0,0,8,0,[],0,[],gdelt_or_wayback_plus_direct_fetch,low,1,0
el_comercio_pe,https://elcomercio.pe/mundo/,elcomercio.pe,B,national_media,media_narrative,P1,latin_america,national_major_media,narrative_and_agenda,major Peru outlet with world desk,https://elcomercio.pe,https://elcomercio.pe/robots.txt,200,1,52,12,"[""https://elcomercio.pe/sitemap/?outputType=xml"", ""https://elcomercio.pe/sitemap/politica/?outputType=xml"", ""https://elcomercio.pe/sitemap/peru/?outputType=xml"", ""https://elcomercio.pe/sitemap/lima/?outputType=xml"", ""https://elcomercio.pe/sitemap/tecnologia/?outputType=xml"", ""https://elcomercio.pe/sitemap/mundo/?outputType=xml"", ""https://elcomercio.pe/sitemap/economia/?outputType=xml"", ""https://elcomercio.pe/sitemap/luces/?outputType=xml"", ""https://elcomercio.pe/sitemap/tvmas/?outputType=xml"", ""https://elcomercio.pe/sitemap/deporte-total/?outputType=xml"", ""https://elcomercio.pe/sitemap/gastronomia/?outputType=xml"", ""https://elcomercio.pe/sitemap/opinion/?outputType=xml""]",0,[],direct_sitemap,medium,1,0
el_espectador_politica,https://www.elespectador.com/politica/,elespectador.com,B,national_media,media_narrative,P1,latin_america,national_major_media,narrative_and_agenda,major Colombia politics desk,https://www.elespectador.com,https://www.elespectador.com/robots.txt,200,1,15,7,"[""https://www.elespectador.com/arc/outboundfeeds/sitemap-index/?outputType=xml"", ""https://www.elespectador.com/arc/outboundfeeds/sitemap/?outputType=xml"", ""https://www.elespectador.com/arc/outboundfeeds/video-index/?outputType=xml"", ""https://www.elespectador.com/arc/outboundfeeds/video-sitemap/?outputType=xml"", ""https://www.elespectador.com/arc/outboundfeeds/image-sitemap/?outputType=xml"", ""https://www.elespectador.com/arc/outboundfeeds/news-sitemap/?outputType=xml"", ""https://www.elespectador.com/arc/outboundfeeds/tags-sitemap/?outputType=xml""]",0,[],direct_sitemap,high,1,0
el_tiempo_mundo,https://www.eltiempo.com/mundo,eltiempo.com,B,national_media,media_narrative,P1,latin_america,national_major_media,narrative_and_agenda,major Colombia outlet with Latin America coverage,https://www.eltiempo.com,https://www.eltiempo.com/robots.txt,200,1,16,9,"[""https://www.eltiempo.com/sitemap-default.xml"", ""https://www.eltiempo.com/sitemap-index.xml"", ""https://www.eltiempo.com/sitemap-google-news.xml"", ""https://www.eltiempo.com/sitemap-articles-current.xml"", ""https://www.eltiempo.com/sitemap-images-index.xml"", ""https://www.eltiempo.com/sitemap-videos-index.xml"", ""https://www.eltiempo.com/rss-news/eltiempo.xml"", ""https://www.eltiempo.com/rss/eltiempo.xml"", ""https://www.eltiempo.com/showcase-feed""]",0,[],direct_sitemap,medium,1,0
el_universal_mx,https://www.eluniversal.com.mx/mundo/,eluniversal.com.mx,B,national_media,media_narrative,P1,latin_america,national_major_media,narrative_and_agenda,major Mexico outlet with world coverage,https://www.eluniversal.com.mx,https://www.eluniversal.com.mx/robots.txt,200,1,30,12,"[""https://www.eluniversal.com.mx/arc/outboundfeeds/news/tiempoderelojes/"", ""https://www.eluniversal.com.mx/arc/outboundfeeds/sitemap/category/tendencias/?outputType=xml"", ""https://www.eluniversal.com.mx/arc/outboundfeeds/sitemap/category/techbit/?outputType=xml"", ""https://www.eluniversal.com.mx/arc/outboundfeeds/sitemap/category/opinion/?outputType=xml"", ""https://www.eluniversal.com.mx/arc/outboundfeeds/sitemap/category/nacion/?outputType=xml"", ""https://www.eluniversal.com.mx/arc/outboundfeeds/sitemap/category/mundo/?outputType=xml"", ""https://www.eluniversal.com.mx/arc/outboundfeeds/sitemap/category/menu/?outputType=xml"", ""https://www.eluniversal.com.mx/arc/outboundfeeds/sitemap/category/estados/?outputType=xml"", ""https://www.eluniversal.com.mx/arc/outboundfeeds/sitemap/category/espectaculos/?outputType=xml"", ""https://www.eluniversal.com.mx/arc/outboundfeeds/news/elecciones/"", ""https://www.eluniversal.com.mx/arc/outboundfeeds/news/edomex/"", ""https://www.eluniversal.com.mx/arc/outboundfeeds/sitemap/category/destinos/?outputType=xml""]",0,[],direct_sitemap,medium,1,0
el_universo_politica,https://www.eluniverso.com/noticias/politica/,eluniverso.com,B,national_media,media_narrative,P1,latin_america,national_major_media,narrative_and_agenda,major Ecuador politics desk,https://www.eluniverso.com,https://www.eluniverso.com/robots.txt,0,0,8,0,[],0,[],gdelt_or_wayback_plus_direct_fetch,low,1,0
elmundo_es,https://www.elmundo.es/internacional.html,elmundo.es,A,national_media,media_narrative,P0,europe,national_major_media,narrative_and_agenda,major Spanish daily,https://www.elmundo.es,https://www.elmundo.es/robots.txt,200,0,8,0,[],0,[],gdelt_or_wayback_plus_direct_fetch,low,1,0
elpais_com,https://elpais.com/internacional/,elpais.com,A,national_media,media_narrative,P0,europe,national_major_media,narrative_and_agenda,major Spanish global desk,https://elpais.com,https://elpais.com/robots.txt,200,0,8,0,[],0,[],gdelt_or_wayback_plus_direct_fetch,low,1,0
ethiopia_mfa,https://mfa.gov.et/news,mfa.gov.et,A,official,official_direct,P1,africa,foreign_ministry,official_position,official Ethiopia foreign ministry news,https://mfa.gov.et,https://mfa.gov.et/robots.txt,0,0,8,0,[],0,[],gdelt_or_wayback_plus_direct_fetch,low,1,0
eu_commission_press,https://ec.europa.eu/commission/presscorner/home/en,ec.europa.eu,A,official,official_direct,P0,europe,supranational_executive,official_position,official European Commission press corner,https://ec.europa.eu,https://ec.europa.eu/robots.txt,200,0,8,1,"[""https://ec.europa.eu/sitemap.xml""]",0,[],direct_sitemap,medium,1,1
express_pk,https://www.express.pk/world,express.pk,B,national_media,media_narrative,P1,south_asia,national_major_media,narrative_and_agenda,major Pakistan source,https://www.express.pk,https://www.express.pk/robots.txt,200,1,10,3,"[""https://www.express.pk/sitemap.xml"", ""https://www.express.pk/sitemap/latest-1.xml"", ""https://www.express.pk/sitemap/videos_sitemap.xml""]",1,"[""https://www.express.pk/feed""]",direct_sitemap,medium,1,1
faz_net,https://www.faz.net/aktuell/politik/,faz.net,A,national_media,media_narrative,P0,europe,national_major_media,narrative_and_agenda,major German paper,https://www.faz.net,https://www.faz.net/robots.txt,200,0,8,2,"[""https://www.faz.net/sitemap-index.xml"", ""https://www.faz.net/sitemap-news.xml""]",0,[],direct_sitemap,medium,1,0
