site_id,url,domain,seed_tier,seed_type,layer,priority_tier,region,source_type,signal_role,notes
fcdo_gov_uk,https://www.gov.uk/government/organisations/foreign-commonwealth-development-office,gov.uk,A,official,official_direct,P0,europe,foreign_ministry,official_position,official UK foreign office news and communications
france_diplomatie,https://www.diplomatie.gouv.fr/en/press/news,diplomatie.gouv.fr,A,official,official_direct,P1,europe,foreign_ministry,official_position,official France foreign ministry news
nato_news,https://www.nato.int/cps/en/natohq/news.htm,nato.int,A,official,official_direct,P0,europe,international_security_org,official_position,official alliance security statements and briefings
osce_press,https://www.osce.org/press-releases,osce.org,A,official,official_direct,P1,europe,international_organization,official_position,official European security and election monitoring statements
russia_mfa,https://mid.ru/en/press_service/,mid.ru,A,official,official_direct,P1,europe,foreign_ministry,official_position,official Russian foreign ministry statements and briefings
ukraine_mfa,https://mfa.gov.ua/en/news,mfa.gov.ua,A,official,official_direct,P1,europe,foreign_ministry,official_position,official Ukraine foreign ministry statements and news
un_org,https://news.un.org/en/news,un.org,A,official,official_direct,P0,global,international_organization,official_position,official UN news and statements
who_int,https://www.who.int/news-room,who.int,A,official,official_direct,P1,global,international_organization,official_position,official institutional and emergency updates with lower direct political density
argentina_cancilleria,https://www.cancilleria.gob.ar/en/news,cancilleria.gob.ar,A,official,official_direct,P1,latin_america,foreign_ministry,official_position,official Argentina foreign ministry news
brazil_mre,https://www.gov.br/mre/en/contact-us/press-area/press-releases,gov.br/mre,A,official,official_direct,P1,latin_america,foreign_ministry,official_position,official Brazil foreign ministry press area
chile_minrel,https://www.minrel.gob.cl/minrel/sala-de-prensa/p/1,minrel.gob.cl,A,official,official_direct,P1,latin_america,foreign_ministry,official_position,official Chile foreign ministry press room
colombia_cancilleria,https://www.cancilleria.gov.co/sala-de-prensa/noticias,cancilleria.gov.co,A,official,official_direct,P1,latin_america,foreign_ministry,official_position,official Colombia foreign ministry newsroom
mexico_sre,https://www.gob.mx/sre/en/archivo/prensa,gob.mx,A,official,official_direct,P1,latin_america,foreign_ministry,official_position,official Mexico foreign ministry press archive
oas_news,https://www.oas.org/en/media_center/default.asp,oas.org,A,official,official_direct,P1,latin_america,international_organization,official_position,official Americas multilateral organization statements
peru_rree,https://www.gob.pe/institucion/rree/noticias,gob.pe,A,official,official_direct,P1,latin_america,foreign_ministry,official_position,official Peru foreign ministry news and press releases
egypt_mfa,https://www.mfa.gov.eg/,mfa.gov.eg,A,official,official_direct,P1,middle_east,foreign_ministry,official_position,official Egypt foreign ministry signal source
israel_mfa,https://www.gov.il/en/departments/ministry_of_foreign_affairs,gov.il,A,official,official_direct,P1,middle_east,foreign_ministry,official_position,official Israeli foreign ministry news and statements
qatar_mofa,https://mofa.gov.qa/en/all-mofa-news,mofa.gov.qa,A,official,official_direct,P1,middle_east,foreign_ministry,official_position,official Qatar foreign ministry statements and ministry news
saudi_mofa,https://www.mofa.gov.sa/en/ministry/news/Pages/default.aspx,mofa.gov.sa,A,official,official_direct,P1,middle_east,foreign_ministry,official_position,official Saudi foreign ministry news
turkiye_mfa,https://www.mfa.gov.tr/press-information.en.mfa,mfa.gov.tr,A,official,official_direct,P1,middle_east,foreign_ministry,official_position,official Türkiye foreign ministry statements
uae_mofa,https://www.mofaic.gov.ae/en/,mofaic.gov.ae,A,official,official_direct,P1,middle_east,foreign_ministry,official_position,official UAE foreign ministry statements and releases
canada_gac,https://www.international.gc.ca/global-affairs-affaires-mondiales/news-nouvelles/index.aspx?lang=eng,international.gc.ca,A,official,official_direct,P1,north_america,foreign_ministry,official_position,official Canadian foreign affairs signal
state_gov,https://www.state.gov/press-releases,state.gov,A,official,official_direct,P0,north_america,foreign_ministry,official_position,official US State Department releases
whitehouse_gov,https://www.whitehouse.gov/news/,whitehouse.gov,A,official,official_direct,P0,north_america,executive_government,official_position,official White House releases and briefings
bangladesh_mofa,https://mofa.gov.bd/pages/press-releases,mofa.gov.bd,A,official,official_direct,P1,south_asia,foreign_ministry,official_position,official Bangladesh foreign ministry press releases
india_mea,https://www.mea.gov.in/press-releases,mea.gov.in,A,official,official_direct,P0,south_asia,foreign_ministry,official_position,official India external affairs releases
pakistan_mofa,https://mofa.gov.pk/press-releases,mofa.gov.pk,A,official,official_direct,P1,south_asia,foreign_ministry,official_position,official Pakistan foreign ministry press releases
sri_lanka_mfa,https://www.mfa.gov.lk/en/news/ministry-news,mfa.gov.lk,A,official,official_direct,P1,south_asia,foreign_ministry,official_position,official Sri Lanka foreign ministry news
bernama_com,https://www.bernama.com/en/world/,bernama.com,A,wire,wire_fast,P0,asia,state_media,event_baseline,national wire with strong region coverage
focus_taiwan,https://focustaiwan.tw/,focustaiwan.tw,A,wire,wire_fast,P1,asia,wire_service,event_baseline,Central News Agency English service useful for Taiwan signal
kyodo_co_jp,http://www.kyodo.co.jp/news/,kyodo.co.jp,A,wire,wire_fast,P0,asia,wire_service,event_baseline,top Japanese wire
xinhua_english,https://english.news.cn/,english.news.cn,A,wire,wire_fast,P1,asia,state_media,event_baseline,official China wire perspective in English
yonhap_english,https://en.yna.co.kr/,en.yna.co.kr,A,wire,wire_fast,P1,asia,wire_service,event_baseline,major Korean wire useful for Northeast Asia
ansa_it,https://www.ansa.it/sito/notizie/topnews/index.shtml,ansa.it,A,wire,wire_fast,P0,europe,wire_service,event_baseline,major Italian wire
dpa_com,https://www.dpa.com/en/international-news,dpa.com,A,wire,wire_fast,P1,europe,wire_service,event_baseline,major wire; use English international news service rather than corporate pages
interfax_com,https://interfax.com/newsroom/top-stories/,interfax.com,A,wire,wire_fast,P0,europe,wire_service,event_baseline,important regional wire
tass_com,https://tass.com/middle-east-conflict,tass.com,A,wire,wire_fast,P0,europe,state_media,event_baseline,major state news agency with strong geopolitical coverage
ukrinform,https://www.ukrinform.net/,ukrinform.net,A,wire,wire_fast,P1,europe,wire_service,event_baseline,official Ukrainian national news agency and war baseline source
afp_global,https://www.afp.com/en,afp.com,A,wire,wire_fast,P0,global,wire_service,event_baseline,global wire with wide geographic reach
ap_world,https://apnews.com/world-news,apnews.com,A,wire,wire_fast,P0,global,wire_service,event_baseline,global wire and factual baseline source
reuters_world,https://www.reuters.com/world/,reuters.com,A,wire,wire_fast,P0,global,wire_service,event_baseline,global wire baseline and high-volume first report source
efe_com,https://efe.com/english/,efe.com,A,wire,wire_fast,P1,latin_america,wire_service,event_baseline,valuable wire but path should be tuned
irna_ir,https://www.irna.ir/rss,irna.ir,A,wire,wire_fast,P0,middle_east,state_media,event_baseline,official Iranian news agency
wafa_ps,https://wafa.ps/Pages/LastNews,wafa.ps,A,wire,wire_fast,P0,middle_east,state_media,event_baseline,official Palestinian news agency
unb_com_bd,https://unb.com.bd/latestnews,unb.com.bd,A,wire,wire_fast,P1,south_asia,wire_service,event_baseline,useful Bangladesh wire
