site_id,url,domain,seed_tier,seed_type,layer,priority_tier,region,source_type,signal_role,notes,seed_origin,robots_url,robots_status,robots_has_sitemap,candidate_sitemap_count,accessible_sitemap_count,accessible_sitemaps,accessible_feed_count,accessible_feeds,historical_strategy,expected_coverage,wayback_fallback,seed_has_archive_hint
straitstimes_com,http://www.straitstimes.com/world,straitstimes.com,A,national_media,media_narrative,P0,asia,national_major_media,narrative_and_agenda,top Singapore source,http://www.straitstimes.com,http://www.straitstimes.com/robots.txt,200,1,11,3,"[""https://www.straitstimes.com/livecoverage.xml"", ""https://www.straitstimes.com/googlenews.xml"", ""https://www.straitstimes.com/sitemap.xml""]",1,"[""https://www.straitstimes.com/rss.xml""]",direct_sitemap,medium,1,0
theage_com_au,http://www.theage.com.au/world/north-america,theage.com.au,A,national_media,media_narrative,P0,asia_pacific,national_major_media,narrative_and_agenda,major Australia paper,http://www.theage.com.au,http://www.theage.com.au/robots.txt,200,1,12,4,"[""https://www.theage.com.au/sitemaps/news/brands/theage"", ""https://www.theage.com.au/sitemaps/theage-sitemaps-videos.xml"", ""https://www.theage.com.au/sitemaps/theage-sitemaps-articles.xml"", ""https://www.theage.com.au/rss/feed.xml""]",0,[],direct_sitemap,medium,1,0
theglobeandmail_com,http://www.theglobeandmail.com/world/,theglobeandmail.com,A,national_media,media_narrative,P0,north_america,national_major_media,narrative_and_agenda,major Canada source,http://www.theglobeandmail.com,http://www.theglobeandmail.com/robots.txt,200,1,9,3,"[""https://www.theglobeandmail.com/sitemap.xml?outputType=xml"", ""https://www.theglobeandmail.com/sitemap.xml"", ""https://www.theglobeandmail.com/sitemap-index.xml""]",0,[],direct_sitemap,medium,1,0
theguardian_com,https://www.theguardian.com/world,theguardian.com,A,major_media,media_narrative,P0,europe,global_major_media,narrative_and_agenda,major global coverage,https://www.theguardian.com,https://www.theguardian.com/robots.txt,200,1,10,2,"[""https://www.theguardian.com/sitemaps/news.xml"", ""https://www.theguardian.com/sitemaps/video.xml""]",1,"[""https://www.theguardian.com/uk/rss""]",direct_sitemap,medium,1,0
thejakartapost_com,http://www.thejakartapost.com/world,thejakartapost.com,A,national_media,media_narrative,P0,asia,national_major_media,narrative_and_agenda,top Indonesia English source,http://www.thejakartapost.com,http://www.thejakartapost.com/robots.txt,200,1,9,2,"[""https://www.thejakartapost.com/sitemap.xml"", ""http://www.thejakartapost.com/sitemap.xml""]",0,[],direct_sitemap,medium,1,0
timesofindia_indiatimes_com,https://timesofindia.indiatimes.com/world/rest-of-world,timesofindia.indiatimes.com,A,national_media,media_narrative,P0,south_asia,national_major_media,narrative_and_agenda,high volume India source,https://timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/robots.txt,200,1,19,11,"[""https://timesofindia.indiatimes.com/sitemap/today"", ""https://timesofindia.indiatimes.com/sitemap/yesterday"", ""https://timesofindia.indiatimes.com/staticsitemap/toi/news/sitemap-index.xml"", ""https://timesofindia.indiatimes.com/staticsitemap/toi/category/city/sitemap-index.xml"", ""https://timesofindia.indiatimes.com/staticsitemap/toi/category/entertainment/sitemap-index.xml"", ""https://timesofindia.indiatimes.com/staticsitemap/toi/category/india/sitemap-index.xml"", ""https://timesofindia.indiatimes.com/staticsitemap/toi/category/sports/sitemap-index.xml"", ""https://timesofindia.indiatimes.com/staticsitemap/toi/category/business/sitemap-index.xml"", ""https://timesofindia.indiatimes.com/staticsitemap/toi/category/world/sitemap-index.xml"", ""https://timesofindia.indiatimes.com/staticsitemap/toi/slideshow/sitemap-index.xml"", ""https://timesofindia.indiatimes.com/staticsitemap/toi/category/life-style/sitemap-index.xml""]",0,[],direct_sitemap,medium,1,0
vnexpress_net,http://vnexpress.net/tin-tuc-24h,vnexpress.net,A,national_media,media_narrative,P0,asia,national_major_media,narrative_and_agenda,top Vietnam source,http://vnexpress.net,http://vnexpress.net/robots.txt,200,1,10,1,"[""https://vnexpress.net/sitemap.xml""]",0,[],direct_sitemap,medium,1,1
yomiuri_co_jp,http://www.yomiuri.co.jp/politics/,yomiuri.co.jp,A,national_media,media_narrative,P0,asia,national_major_media,narrative_and_agenda,top Japanese daily,http://www.yomiuri.co.jp,http://www.yomiuri.co.jp/robots.txt,200,1,9,3,"[""https://www.yomiuri.co.jp/sitemap.xml"", ""https://www.yomiuri.co.jp/sitemap-index.xml"", ""https://www.yomiuri.co.jp/sitemap-news.xml""]",0,[],direct_sitemap,medium,1,0
zaobao_com,http://www.zaobao.com/news,zaobao.com,A,regional_media,media_narrative,P0,asia,regional_major_media,narrative_and_agenda,key Chinese language regional source,http://www.zaobao.com,http://www.zaobao.com/robots.txt,200,0,8,1,"[""https://www.zaobao.com.sg/sitemap.xml""]",0,[],direct_sitemap,medium,1,0
abc_es,http://www.abc.es/internacional/,abc.es,B,national_media,media_narrative,P1,europe,national_major_media,narrative_and_agenda,good Spain supplement,http://www.abc.es,http://www.abc.es/robots.txt,200,0,8,3,"[""https://www.abc.es/sitemap.xml"", ""https://www.abc.es/sitemap-index.xml"", ""https://www.abc.es/sitemap_news.xml""]",0,[],direct_sitemap,medium,1,0
abcnews_go_com,https://abcnews.go.com/international,abcnews.go.com,B,major_media,media_narrative,P1,north_america,global_major_media,narrative_and_agenda,major US broadcaster; use international desk rather than climate alerts page,https://abcnews.go.com,https://abcnews.go.com/robots.txt,200,1,11,3,"[""https://abcnews.com/xmap"", ""https://abcnews.com/xmlLatestStories"", ""https://abcnews.com/xmlLatestVideos""]",0,[],direct_sitemap,medium,1,0
africanews,https://www.africanews.com/tag/politics/,africanews.com,B,regional_media,media_narrative,P1,africa,regional_major_media,narrative_and_agenda,high-value pan-African news source,https://www.africanews.com,https://www.africanews.com/robots.txt,200,1,9,1,"[""https://www.africanews.com/sitemaps/en/sitemap.xml""]",1,"[""https://www.africanews.com/feed/""]",direct_sitemap,medium,1,0
arab_news,https://www.arabnews.com/,arabnews.com,B,national_media,media_narrative,P1,middle_east,national_major_media,narrative_and_agenda,Saudi-based English source with regional political coverage,https://www.arabnews.com,https://www.arabnews.com/robots.txt,200,1,9,2,"[""https://www.arabnews.com/sitemap.xml"", ""https://www.arabnews.com/googlenews.xml""]",1,"[""https://www.arabnews.com/rss.xml""]",direct_sitemap,medium,1,0
arynews_tv,https://arynews.tv/category/pakistan,arynews.tv,B,national_media,media_narrative,P1,south_asia,national_major_media,narrative_and_agenda,important Pakistan source,https://arynews.tv,https://arynews.tv/robots.txt,200,1,11,3,"[""https://arynews.tv/sitemap/news_sitemap.xml"", ""https://arynews.tv/sitemap_custom_pages.xml"", ""https://arynews.tv/sitemap_namaz.xml""]",1,"[""https://arynews.tv/feed""]",direct_sitemap,medium,1,0
asiaone_com,http://www.asiaone.com/world,asiaone.com,B,regional_media,media_narrative,P1,asia,regional_major_media,narrative_and_agenda,regional aggregator with useful coverage,http://www.asiaone.com,http://www.asiaone.com/robots.txt,200,1,10,2,"[""https://www.asiaone.com/googlenews.xml"", ""https://www.asiaone.com/sitemap.xml""]",0,[],direct_sitemap,medium,1,0
bangkok_post,https://www.bangkokpost.com/thailand,bangkokpost.com,B,national_media,media_narrative,P1,asia,national_major_media,narrative_and_agenda,major Thailand English-language outlet with strong domestic politics coverage,https://www.bangkokpost.com,https://www.bangkokpost.com/robots.txt,200,1,8,3,"[""https://www.bangkokpost.com/sitemap.xml"", ""https://www.bangkokpost.com/sitemap_news.xml"", ""https://www.bangkokpost.com/sitemap_index.xml""]",0,[],direct_sitemap,high,1,0
bangkokbiznews_com,http://www.bangkokbiznews.com/world/geopolitics,bangkokbiznews.com,B,national_media,media_narrative,P1,asia,national_major_media,narrative_and_agenda,strong geopolitics section,http://www.bangkokbiznews.com,http://www.bangkokbiznews.com/robots.txt,200,1,11,10,"[""https://api.bangkokbiznews.com/sitemap"", ""https://api.bangkokbiznews.com/sitemap/latest"", ""https://api.bangkokbiznews.com/sitemap/tag"", ""https://www.bangkokbiznews.com/sitemap.xml"", ""https://www.bangkokbiznews.com/sitemap-index.xml"", ""https://www.bangkokbiznews.com/news-sitemap.xml"", ""https://www.bangkokbiznews.com/sitemap_news.xml"", ""https://www.bangkokbiznews.com/sitemap-news.xml"", ""https://www.bangkokbiznews.com/post-sitemap.xml"", ""https://www.bangkokbiznews.com/page-sitemap.xml""]",0,[],direct_sitemap,high,1,0
bisnis_com,http://www.bisnis.com/,bisnis.com,B,national_media,media_narrative,P1,asia,national_major_media,narrative_and_agenda,business and policy coverage,http://www.bisnis.com,http://www.bisnis.com/robots.txt,200,1,9,1,"[""https://www.bisnis.com/sitemap.xml""]",0,[],direct_sitemap,medium,1,0
bloomberg_politics,https://www.bloomberg.com/politics,bloomberg.com,B,national_media,media_narrative,P1,global,business_media,narrative_and_agenda,elite policy and markets lens on political developments,https://www.bloomberg.com,https://www.bloomberg.com/robots.txt,200,1,18,8,"[""https://www.bloomberg.com/sitemaps/news/index.xml"", ""https://www.bloomberg.com/sitemaps/news/latest.xml"", ""https://www.bloomberg.com/sitemaps/collections/index.xml"", ""https://www.bloomberg.com/sitemaps/media/video/index.xml"", ""https://www.bloomberg.com/sitemaps/media/audio/index.xml"", ""https://www.bloomberg.com/sitemaps/people/profiles/index.xml"", ""https://www.bloomberg.com/sitemaps/companies/public-company/index.xml"", ""https://www.bloomberg.com/sitemaps/companies/private-company/index.xml""]",0,[],direct_sitemap,medium,1,0
businesstimes_com_sg,http://www.businesstimes.com.sg/singapore,businesstimes.com.sg,B,national_media,media_narrative,P1,asia,business_media,narrative_and_agenda,strong policy and macro angle,http://www.businesstimes.com.sg,http://www.businesstimes.com.sg/robots.txt,200,1,10,2,"[""https://www.businesstimes.com.sg/googlenews.xml"", ""https://www.businesstimes.com.sg/sitemap.xml""]",1,"[""https://www.businesstimes.com.sg/rss.xml""]",direct_sitemap,medium,1,0
clarin_mundo,https://www.clarin.com/mundo/,clarin.com,B,national_media,media_narrative,P1,latin_america,national_major_media,narrative_and_agenda,major Argentina outlet with regional reach,https://www.clarin.com,https://www.clarin.com/robots.txt,200,1,11,3,"[""https://www.clarin.com/sitemaps/index.xml"", ""https://www.clarin.com/sitemaps/index_services.xml"", ""https://www.clarin.com/sitemaps/sitemap_google_news.xml""]",1,"[""https://www.clarin.com/rss/lo-ultimo/""]",direct_sitemap,medium,1,0
csmonitor_com,https://www.csmonitor.com/World,csmonitor.com,B,major_media,media_narrative,P1,global,global_major_media,narrative_and_agenda,use domain but replace weak section URL,https://www.csmonitor.com,https://www.csmonitor.com/robots.txt,200,1,8,2,"[""https://www.csmonitor.com/sitemap-index.xml"", ""https://www.csmonitor.com/sitemap.xml""]",0,[],direct_sitemap,medium,1,0
daily_star_bd,https://www.thedailystar.net/news/world,thedailystar.net,B,national_media,media_narrative,P1,south_asia,national_major_media,narrative_and_agenda,major Bangladesh English-language outlet with regional and world coverage,https://www.thedailystar.net,https://www.thedailystar.net/robots.txt,200,1,8,1,"[""https://www.thedailystar.net/sitemap.xml""]",1,"[""https://www.thedailystar.net/rss.xml""]",direct_sitemap,medium,1,0
dailymaverick,https://www.dailymaverick.co.za/section/world/,dailymaverick.co.za,B,national_media,media_narrative,P1,africa,national_major_media,narrative_and_agenda,high-quality South Africa outlet with strong politics coverage,https://www.dailymaverick.co.za,https://www.dailymaverick.co.za/robots.txt,200,1,8,2,"[""https://www.dailymaverick.co.za/sitemap_index.xml"", ""https://www.dailymaverick.co.za/news-sitemap.xml""]",1,"[""https://www.dailymaverick.co.za/dmrss/""]",direct_sitemap,high,1,0
detik_com,https://news.detik.com/,detik.com,B,national_media,media_narrative,P1,asia,national_major_media,narrative_and_agenda,major Indonesia source,https://news.detik.com,https://news.detik.com/robots.txt,200,1,8,1,"[""https://news.detik.com/sitemap.xml""]",2,"[""https://news.detik.com/rss"", ""https://news.detik.com/rss.xml""]",direct_sitemap,medium,1,0
detiknews_com,https://news.detik.com/berita,detik.com,B,national_media,media_narrative,P1,asia,national_major_media,narrative_and_agenda,major Indonesia news section,https://news.detik.com,https://news.detik.com/robots.txt,200,1,8,1,"[""https://news.detik.com/sitemap.xml""]",2,"[""https://news.detik.com/rss"", ""https://news.detik.com/rss.xml""]",direct_sitemap,medium,1,0
dn_pt,https://www.dn.pt/%C3%BAltimas,dn.pt,B,national_media,media_narrative,P1,europe,national_major_media,narrative_and_agenda,good Portugal supplement,https://www.dn.pt,https://www.dn.pt/robots.txt,200,1,9,2,"[""https://www.dn.pt/sitemap.xml"", ""https://www.dn.pt/news_sitemap.xml""]",1,"[""https://www.dn.pt/stories.rss""]",direct_sitemap,medium,1,0
dw_english,https://www.dw.com/en/top-stories/s-9097,dw.com,B,major_media,media_narrative,P1,europe,public_broadcaster,narrative_and_agenda,global public broadcaster with strong world desk,https://www.dw.com,https://www.dw.com/robots.txt,200,1,8,1,"[""https://www.dw.com/sitemap.xml""]",0,[],direct_sitemap,medium,1,0
east_african,https://www.theeastafrican.co.ke/tea/news,theeastafrican.co.ke,B,regional_media,media_narrative,P1,africa,regional_major_media,narrative_and_agenda,regional East African policy and geopolitics coverage,https://www.theeastafrican.co.ke,https://www.theeastafrican.co.ke/robots.txt,200,0,8,0,[],1,"[""https://www.theeastafrican.co.ke/rss.xml""]",feed_plus_archive,medium,1,0
el_comercio_pe,https://elcomercio.pe/mundo/,elcomercio.pe,B,national_media,media_narrative,P1,latin_america,national_major_media,narrative_and_agenda,major Peru outlet with world desk,https://elcomercio.pe,https://elcomercio.pe/robots.txt,200,1,52,12,"[""https://elcomercio.pe/sitemap/?outputType=xml"", ""https://elcomercio.pe/sitemap/politica/?outputType=xml"", ""https://elcomercio.pe/sitemap/peru/?outputType=xml"", ""https://elcomercio.pe/sitemap/lima/?outputType=xml"", ""https://elcomercio.pe/sitemap/tecnologia/?outputType=xml"", ""https://elcomercio.pe/sitemap/mundo/?outputType=xml"", ""https://elcomercio.pe/sitemap/economia/?outputType=xml"", ""https://elcomercio.pe/sitemap/luces/?outputType=xml"", ""https://elcomercio.pe/sitemap/tvmas/?outputType=xml"", ""https://elcomercio.pe/sitemap/deporte-total/?outputType=xml"", ""https://elcomercio.pe/sitemap/gastronomia/?outputType=xml"", ""https://elcomercio.pe/sitemap/opinion/?outputType=xml""]",0,[],direct_sitemap,medium,1,0
el_espectador_politica,https://www.elespectador.com/politica/,elespectador.com,B,national_media,media_narrative,P1,latin_america,national_major_media,narrative_and_agenda,major Colombia politics desk,https://www.elespectador.com,https://www.elespectador.com/robots.txt,200,1,15,7,"[""https://www.elespectador.com/arc/outboundfeeds/sitemap-index/?outputType=xml"", ""https://www.elespectador.com/arc/outboundfeeds/sitemap/?outputType=xml"", ""https://www.elespectador.com/arc/outboundfeeds/video-index/?outputType=xml"", ""https://www.elespectador.com/arc/outboundfeeds/video-sitemap/?outputType=xml"", ""https://www.elespectador.com/arc/outboundfeeds/image-sitemap/?outputType=xml"", ""https://www.elespectador.com/arc/outboundfeeds/news-sitemap/?outputType=xml"", ""https://www.elespectador.com/arc/outboundfeeds/tags-sitemap/?outputType=xml""]",0,[],direct_sitemap,high,1,0
