site_id,domain,layer,priority_tier,region,source_type,preferred_entry,signal_role,origin,notes
mainichi_english,mainichi.jp,media_narrative,P1,asia,national_major_media,https://mainichi.jp/english/,narrative_and_agenda,strategic_addition,major Japan outlet with English service
japan_times,japantimes.co.jp,media_narrative,P1,asia,national_major_media,https://www.japantimes.co.jp/news_category/world/,narrative_and_agenda,strategic_addition,important English-language Japan source
korea_herald,koreaherald.com,media_narrative,P1,asia,national_major_media,https://www.koreaherald.com/,narrative_and_agenda,strategic_addition,major Korea English outlet
focus_taiwan,focustaiwan.tw,wire_fast,P1,asia,wire_service,https://focustaiwan.tw/,event_baseline,strategic_addition,Central News Agency English service useful for Taiwan signal
rappler_world,rappler.com,media_narrative,P1,asia,national_major_media,https://www.rappler.com/world/,narrative_and_agenda,strategic_addition,major Philippines digital newsroom with strong political coverage
ukrinform,ukrinform.net,wire_fast,P1,europe,wire_service,https://www.ukrinform.net/,event_baseline,strategic_addition,official Ukrainian national news agency and war baseline source
kyiv_independent,kyivindependent.com,media_narrative,P1,europe,national_major_media,https://kyivindependent.com/,narrative_and_agenda,strategic_addition,high-value English-language Ukraine war and policy coverage
nato_news,nato.int,official_direct,P0,europe,international_security_org,https://www.nato.int/cps/en/natohq/news.htm,official_position,strategic_addition,official alliance security statements and briefings
osce_press,osce.org,official_direct,P1,europe,international_organization,https://www.osce.org/press-releases,official_position,strategic_addition,official European security and election monitoring statements
oas_news,oas.org,official_direct,P1,latin_america,international_organization,https://www.oas.org/en/media_center/default.asp,official_position,strategic_addition,official Americas multilateral organization statements
asean_news,asean.org,official_direct,P1,asia,international_organization,https://asean.org/news/,official_position,strategic_addition,official ASEAN institutional and summit signals
saudi_mofa,mofa.gov.sa,official_direct,P1,middle_east,foreign_ministry,https://www.mofa.gov.sa/en/ministry/news/Pages/default.aspx,official_position,strategic_addition,official Saudi foreign ministry news
turkiye_mfa,mfa.gov.tr,official_direct,P1,middle_east,foreign_ministry,https://www.mfa.gov.tr/press-information.en.mfa,official_position,strategic_addition,official Türkiye foreign ministry statements
qatar_mofa,mofa.gov.qa,official_direct,P1,middle_east,foreign_ministry,https://mofa.gov.qa/en/all-mofa-news,official_position,strategic_addition,official Qatar foreign ministry statements and ministry news
uae_mofa,mofaic.gov.ae,official_direct,P1,middle_east,foreign_ministry,https://www.mofaic.gov.ae/en/,official_position,strategic_addition,official UAE foreign ministry statements and releases
egypt_mfa,mfa.gov.eg,official_direct,P1,middle_east,foreign_ministry,https://www.mfa.gov.eg/,official_position,strategic_addition,official Egypt foreign ministry signal source
australia_dfat,dfat.gov.au,official_direct,P1,asia_pacific,foreign_ministry,https://www.dfat.gov.au/news-speeches-and-media,official_position,strategic_addition,official Australian foreign ministry signal
canada_gac,international.gc.ca,official_direct,P1,north_america,foreign_ministry,https://www.international.gc.ca/global-affairs-affaires-mondiales/news-nouvelles/index.aspx?lang=eng,official_position,strategic_addition,official Canadian foreign affairs signal
mexico_sre,gob.mx,official_direct,P1,latin_america,foreign_ministry,https://www.gob.mx/sre/en/archivo/prensa,official_position,strategic_addition,official Mexico foreign ministry press archive
argentina_cancilleria,cancilleria.gob.ar,official_direct,P1,latin_america,foreign_ministry,https://www.cancilleria.gob.ar/en/news,official_position,strategic_addition,official Argentina foreign ministry news
indonesia_kemlu,kemlu.go.id,official_direct,P1,asia,foreign_ministry,https://kemlu.go.id/portal/en,official_position,strategic_addition,official Indonesia foreign ministry portal
southkorea_mofa,mofa.go.kr,official_direct,P1,asia,foreign_ministry,https://www.mofa.go.kr/eng/index.do,official_position,strategic_addition,official Korea foreign ministry portal
nigeria_mfa,foreignaffairs.gov.ng,official_direct,P2,africa,foreign_ministry,https://foreignaffairs.gov.ng/,official_position,strategic_addition,official Nigeria foreign policy signal source
arabnews_arab,arabnews.jp,media_narrative,P2,asia,regional_major_media,https://www.arabnews.jp/en/,narrative_and_agenda,strategic_addition,Middle East coverage for Japanese and Asian audiences
bloomberg_politics,bloomberg.com,media_narrative,P1,global,business_media,https://www.bloomberg.com/politics,narrative_and_agenda,strategic_addition,elite policy and markets lens on political developments
politico_eu,politico.eu,media_narrative,P1,europe,regional_major_media,https://www.politico.eu/,narrative_and_agenda,strategic_addition,high-value EU politics and policy outlet
