article_id	label	score
2933124	1	0.97903748
2933798	0	0.25067390
2933467	0	0.76452891
2933775	1	0.99254885
2933945	1	0.54553144
2933263	1	0.92363782
2934016	1	0.99918551
2933218	0	0.85057510
2934044	0	0.28176198
2933607	1	0.76887903
2933844	1	0.99679449
2934797	1	0.99967782
2934852	1	0.99354194
2934907	1	0.99786454
2935487	1	0.96440346
2935006	1	0.95030430
2934943	1	0.99713826
2936289	1	0.98264900
2936577	1	0.84140341
2937345	0	0.22105955
2936937	1	0.99975851
2938055	1	0.68001565
2937871	1	0.78102137
2937355	1	0.99888099
2938427	1	0.91993581
2937985	1	0.65556856
2940110	0	0.72396317
2939558	0	0.48870166
2937735	1	0.93237807
2938296	1	0.95603512
2938803	1	0.86522917
2940716	1	0.98992734
2941001	1	0.98643177
2940523	1	0.98639421
2941214	1	0.98406761
2941493	1	0.87399714
2940526	1	0.83667224
2941409	1	0.94740611
2942319	0	0.80197967
2940686	1	0.80747752
2943212	0	0.09783207
2941942	1	0.37764846
2941579	1	0.39057477
2943694	0	0.09783207
2941239	1	0.78613352
2940307	1	0.95702268
2939919	1	0.98136372
2943361	0	0.37555036
2944023	0	0.31704711
2946835	0	0.52543904
2943958	1	0.75430077
2937490	1	0.72848880
2943065	1	0.82279384
2946021	1	0.95801425
2945758	1	0.82191411
2946844	0	0.79002232
2946650	0	0.98633423
2945432	1	0.88830074
2943728	1	0.70786965
2946560	1	0.89135397
2944937	1	0.87961539
2947018	0	0.13074622
2946514	1	0.82650366
2948509	0	0.98325694
2948879	0	0.98325694
2947217	0	0.69199495
2948352	0	0.21437822
2950024	0	0.55611836
2947683	1	0.80381311
2949068	1	0.69365498
2947494	1	0.95719957
2950817	0	0.19575583
2952205	0	0.55222277
2951302	0	0.98325694
2950712	0	0.83504898
2951861	1	0.75642647
2949244	1	0.18537871
2953046	0	0.48913592
2953126	0	0.85235905
2950714	0	0.93175516
2949945	1	0.53721243
2953257	0	0.84971466
2950234	0	0.96698127
2953931	0	0.34260910
2955121	0	0.88573815
2955017	0	0.26717470
2952974	1	0.97984647
2953242	1	0.98717973
2953413	1	0.96415610
2953948	1	0.87650715
2955856	0	0.43280656
2955406	1	0.99423883
2955984	0	0.59501086
2955679	0	0.15710865
2955592	1	0.79229669
2950639	1	0.98299585
2955972	1	0.95318403
2956104	1	0.76602941
2953557	1	0.88092697
2955996	1	0.80183256
2956346	0	0.74763809
2953273	1	0.70630357
2956875	0	0.64658644
2956778	0	0.42147153
2957704	1	0.90240482
2956581	1	0.92523404
2958535	0	0.32762707
2958286	1	0.96129068
2957837	0	0.17688984
2956713	1	0.99589704
2957747	1	0.96920025
2958800	1	0.92990695
2955528	1	0.84421133
2959616	0	0.67751975
2957448	1	0.97761527
2960502	1	0.98710709
2960900	0	0.53174142
2959658	1	0.50536817
2960308	0	0.67751975
2960475	1	0.54160109
2959949	1	0.99749934
2960958	1	0.98724678
2960983	1	0.98871854
2960165	1	0.62047707
2960978	0	0.44543767
2960955	1	0.95913449
2961658	1	0.93386712
2961264	0	0.81368710
2960979	1	0.81005481
2960571	1	0.99265644
2957456	1	0.76390372
2961910	1	0.81755598
2963854	0	0.67751975
2961399	1	0.89824908
2960027	1	0.98451166
2963337	1	0.30748739
2961480	0	0.95723044
2963833	0	0.58573220
2963147	0	0.96113135
2964216	1	0.98232626
2965402	0	0.34273163
2965060	0	0.65713985
2965087	0	0.56628726
2963678	1	0.98925486
2963930	1	0.99197995
2963851	1	0.97154733
2964033	1	0.99829191
2966236	0	0.08853078
2965706	1	0.97154446
2965111	0	0.74875586
2966249	1	0.83379635
2966232	1	0.93298344
2966011	1	0.95870166
2965962	1	0.98474130
2966136	1	0.97563678
2967825	0	0.30748739
2968024	0	0.96009064
2968464	0	0.69365513
2966738	0	0.69800014
2967705	1	0.97781772
2968491	1	0.59597073
2966606	1	0.88819892
2967001	1	0.98886811
2967353	1	0.97644774
2970166	0	0.19422824
2968151	1	0.97586114
2969898	1	0.97039536
2968761	0	0.29468258
2969840	0	0.24430181
2968722	1	0.99457468
2970304	0	0.65054826
2969396	1	0.91821987
2969277	1	0.86117012
2969303	1	0.71356708
2970483	1	0.94353351
2970455	0	0.85624985
2970420	0	0.97841276
2970217	1	0.83538808
2969665	1	0.99551726
2970781	0	0.65557373
2972070	1	0.94529593
2971459	0	0.39657284
2972922	1	0.95725568
2972359	0	0.32808209
2972516	1	0.95323720
2971839	1	0.83904732
2973395	1	0.92385117
2972929	1	0.96520888
2971360	1	0.92288834
2972708	1	0.95530802
2969371	1	0.91752647
2975930	1	0.96456889
2975209	1	0.91692329
2977038	0	0.95161748
2977021	1	0.63031386
2976860	1	0.93408130
2977083	0	0.13977856
2976679	1	0.97373224
2977292	0	0.61266884
2976837	0	0.86892822
2977093	1	0.92930075
3718514	1	0.50647485
3626982	1	0.91826744
3748003	1	0.98155600
3718723	1	0.96275617
3748068	1	0.98490497
4483325	1	0.92795171
3656343	1	0.24196193
2977495	0	0.22505182
4821451	1	0.97005018
2978517	0	0.19633562
4483084	1	0.99313030
3776874	1	0.95051220
2978305	1	0.85554417
2978476	1	0.96893594
2978367	1	0.40617283
2978275	1	0.90109498
2979314	0	0.74716712
2978064	1	0.78660041
2978483	1	0.54863562
2978652	1	0.97639225
2979786	1	0.95799433
4483957	1	0.85139115
2978912	1	0.98442906
2980211	1	0.97201002
2979836	1	0.78162233
2980821	1	0.95193215
2979380	1	0.94850263
2981237	0	0.84444989
2979565	1	0.87371212
2981179	1	0.99249377
2981199	1	0.96631801
2981736	0	0.99898535
3747969	1	0.96765737
2981343	0	0.67671593
2979806	0	0.75187791
2981477	0	0.25731739
2981868	1	0.86264997
2982052	0	0.59127750
2983069	1	0.97906280
2983067	1	0.92279441
2982156	1	0.84365837
2982594	1	0.86412617
2984547	1	0.93600786
2982297	1	0.92333815
2983942	1	0.65608396
2984858	1	0.98864065
2984213	1	0.96721865
2985004	1	0.89695307
2985718	0	0.69034365
2986003	1	0.93336264
2986258	0	0.84054125
2983097	1	0.99827452
2985638	1	0.99662468
2984896	0	0.13037973
2985826	1	0.87839939
2982938	1	0.92357307
2986047	1	0.99423877
2986783	1	0.97898304
2985735	1	0.98383024
2986435	1	0.90787335
2985610	1	0.97928324
2987172	0	0.73253647
2986928	0	0.93717473
2986695	1	0.94351287
2988094	0	0.34339816
2985840	1	0.93946200
2988526	0	0.58043760
2989027	1	0.96884902
2987683	1	0.47597030
2987465	1	0.92536576
2988494	1	0.89318805
2987219	1	0.50512332
2989501	1	0.88963530
2989298	1	0.98873457
2989040	0	0.81037076
2987792	0	0.89621754
2989184	1	0.98876117
2986990	1	0.99473578
2989486	1	0.43685263
2989001	1	0.98496934
2991193	1	0.94541615
2988916	1	0.84838521
2991166	1	0.88334456
2991551	1	0.79133248
2991999	0	0.52290499
2992482	1	0.90828705
2989118	1	0.76554866
2992480	1	0.60720967
2995350	0	0.19293255
2988269	1	0.95079940
2995279	0	0.83696218
2993631	1	0.99156190
2994573	0	0.72912587
2994372	1	0.99628765
2993092	1	0.99855889
2994943	1	0.90223214
2995849	1	0.99122292
2995397	1	0.93085323
2996546	1	0.99382463
2995858	1	0.94209730
2996820	1	0.74765512
2996757	1	0.96210374
2995917	1	0.52423357
2992562	1	0.96120739
2996437	1	0.94402947
2997117	1	0.99295260
2997153	1	0.95323173
2996565	1	0.64516798
2997470	1	0.89379579
2996678	1	0.84240847
2998757	0	0.92246661
2998094	1	0.99376218
2997016	1	0.99342487
2997742	1	0.53117299
2998606	0	0.94286246
2997404	1	0.84350212
2998591	1	0.73509865
2998780	1	0.51431200
2997403	1	0.36197078
2998988	1	0.94214399
2999291	1	0.98854294
2998717	1	0.86290197
2998031	1	0.98003213
2999841	1	0.98424360
2999919	0	0.93397075
3000092	1	0.97989998
2999503	1	0.98069023
3001083	0	0.07541056
2999085	1	0.99824055
3000501	1	0.99766405
2999382	1	0.94485335
3001117	1	0.97679115
3000273	1	0.99196254
3001432	1	0.98424360
3000559	1	0.97570030
3000371	1	0.45298980
3000744	1	0.95677631
3001590	1	0.99616433
3000492	1	0.96619208
3002363	1	0.69226028
3001839	1	0.99488175
3001819	1	0.98516955
3002131	0	0.57905854
3002478	1	0.91889156
3002648	0	0.08291708
3001739	1	0.91911642
3002836	1	0.98033256
3002746	0	0.23488541
3002854	1	0.96925429
3003119	1	0.51949140
3003892	0	0.79132063
3003100	1	0.96494225
3001568	1	0.82107540
3003090	1	0.92681414
3003276	1	0.52044165
3003609	1	0.98516955
3003406	1	0.95494180
3005433	0	0.22697119
3004105	0	0.20221363
3004721	1	0.95992408
3005024	1	0.99339841
3004263	1	0.84534806
3004908	1	0.85196841
3005236	0	0.38378246
3002957	1	0.97031536
3006012	0	0.55479899
3005766	0	0.68855338
3005491	1	0.62071089
3005827	1	0.97422468
3003703	1	0.56124751
3004677	1	0.93077184
3007078	0	0.38060290
3007211	1	0.99659623
3007296	0	0.03666251
3006484	1	0.98768497
3005580	1	0.90167579
3007844	0	0.38060290
3005524	1	0.95704065
3008367	0	0.98235884
3004326	1	0.66016343
3006494	1	0.94215481
3006857	1	0.85022041
3009728	0	0.39404379
3008826	0	0.30543390
3006638	1	0.88660136
3011466	0	0.31117448
3008020	1	0.93762979
3011318	1	0.91859244
3010879	0	0.67876238
3010707	1	0.88015039
3010567	1	0.87184232
3011057	0	0.69574554
3012316	0	0.78350001
3010985	1	0.98936659
3012988	1	0.36570502
3012530	0	0.47963517
3013604	0	0.81860895
3014308	0	0.10366613
3013821	0	0.97565617
3014168	0	0.21026914
3013422	0	0.26776697
3013867	1	0.70671157
3014447	0	0.78479445
3013197	1	0.95410402
3015658	1	0.99192944
3015855	0	0.22888800
3014584	1	0.43638180
3015725	1	0.97777655
3012072	1	0.68952943
3015397	1	0.99117164
3014599	1	0.86789064
3018861	1	0.19124750
3020143	0	0.18180510
3013392	1	0.72649977
3020457	0	0.87115695
3019337	1	0.78892471
3014239	1	0.29107676
3016462	1	0.59331906
3017597	1	0.96528608
3020109	1	0.98004985
3020667	1	0.95332998
3021392	1	0.81945341
3021459	0	0.69850621
3021743	0	0.10638346
3023001	1	0.96517937
3022876	0	0.05963622
3021245	1	0.97175898
3023467	1	0.94281648
3023490	1	0.81945341
3023844	1	0.96589316
3023443	1	0.96864950
3022528	1	0.98427513
3024180	1	0.97370090
3022900	1	0.67200745
3022983	1	0.94116658
3025764	0	0.95636280
3020995	1	0.98205960
3024408	1	0.57650457
3025462	1	0.95594554
3025223	1	0.84327850
3024805	1	0.91117931
3024561	1	0.53790675
3684557	1	0.21805460
3747560	0	0.95768287
3656828	1	0.58255358
3806840	1	0.85819888
3025992	1	0.82462443
3673384	1	0.89186536
3673474	1	0.89662981
3025498	1	0.94768062
4983347	1	0.36599596
3026792	0	0.11238106
4484276	1	0.24912781
3026466	1	0.97341622
3806709	1	0.99423126
3027886	0	0.99219115
3027670	0	0.72721578
3027817	0	0.15238946
4604660	1	0.81850511
3026190	1	0.90908983
3028733	0	0.61662341
4908453	1	0.99895432
3028493	0	0.52512513
3027308	0	0.49894770
3026133	1	0.86639360
3026659	0	0.97237414
3029774	0	0.79933633
3029807	1	0.74698641
3030655	1	0.95166205
3027806	1	0.89126798
3029315	1	0.93545943
3031433	0	0.85066159
3030820	1	0.89862652
3031029	1	0.82379114
3028276	1	0.82791207
3032207	0	0.34292840
3031024	0	0.28043014
3029685	1	0.84936630
3030918	1	0.93852756
3031791	1	0.79697182
3031741	1	0.81919715
3032608	1	0.99384884
3033877	0	0.53005249
3032840	0	0.70269943
3034075	0	0.27023498
3033113	1	0.48109348
3033551	1	0.53017252
3032234	0	0.40582084
3034776	1	0.92469929
3034003	1	0.96553884
3034829	1	0.55704030
3035209	1	0.95190426
3034023	1	0.93326090
3034254	1	0.92640805
3036485	1	0.98466605
3037195	1	0.98860133
3036015	1	0.94729089
3037422	1	0.92635065
3038794	0	0.23620084
3035255	1	0.78547899
3039572	0	0.75322474
3035739	1	0.98143437
3036984	1	0.97895713
3038640	1	0.99295558
3040233	1	0.62612010
3040345	0	0.74872957
3040213	0	0.34306338
3039818	1	0.35893127
3039739	1	0.61187262
3040771	1	0.94038319
3039510	1	0.96662688
3041902	0	0.18782862
3041077	1	0.68648398
3042069	0	0.25137960
3041901	1	0.96007161
3040762	1	0.96789837
3039184	1	0.78792577
3043993	0	0.57190195
3041834	1	0.95766244
3043632	0	0.41016079
3041941	1	0.61035666
3039257	1	0.94452264
3041934	1	0.78927468
3044273	0	0.07631256
3043402	0	0.86475330
3041574	1	0.96753262
3043856	1	0.34327841
3043100	0	0.90390083
3043666	1	0.66757941
3042075	1	0.95494830
3042276	1	0.91584065
3041242	1	0.95006255
3044669	1	0.79888226
3045653	0	0.74652910
3046269	0	0.75027810
3044312	1	0.25817037
3045426	1	0.97953325
3045137	0	0.04694035
3046071	1	0.95996921
3045498	1	0.84998651
3046530	0	0.36153248
3045467	1	0.98596637
3047582	1	0.59677471
3046913	1	0.93505736
3047041	1	0.58871731
3048008	1	0.96648083
3044577	1	0.90312990
3047224	1	0.95073856
3047853	1	0.98067972
3047538	1	0.72780931
3048097	1	0.93898100
3048641	1	0.89885519
3049157	0	0.24025877
3049500	0	0.27085520
3049502	0	0.33083195
3049355	1	0.97673065
3048344	1	0.87000228
3050267	1	0.17893359
3049798	0	0.53457869
3051065	0	0.85131296
3049374	1	0.95467740
3049428	0	0.94746657
3052269	0	0.60018510
3050804	1	0.46709000
3046345	1	0.70186562
3052536	0	0.30748739
3050930	1	0.90517796
3051211	1	0.44383575
3050914	1	0.85384797
3050612	1	0.86135639
3053304	0	0.51423279
3052519	0	0.47870004
3054026	0	0.61463419
3053959	0	0.60932773
3053704	1	0.85792829
3053721	1	0.76379388
3053515	1	0.68054031
3054485	1	0.94242878
3055638	1	0.99576090
3055572	0	0.22876265
3053937	1	0.64094515
3055296	1	0.67837066
3054196	1	0.77280476
3054740	1	0.98582529
3056074	1	0.97944473
3054278	1	0.66837222
3056222	0	0.33865306
3056783	0	0.33369155
3055535	0	0.83221222
3057458	0	0.86434255
3053895	1	0.97247698
3056412	0	0.54637696
3057674	0	0.09083485
3057900	0	0.91310559
3057635	0	0.38574642
3058219	1	0.88681984
3058541	0	0.19054500
3058971	0	0.30931555
3058964	1	0.66238892
3053998	1	0.94352646
3058449	1	0.75235211
3060248	1	0.98634332
3059376	1	0.68503152
3060962	0	0.91310559
3060483	1	0.82278180
3061407	0	0.62694370
3061521	0	0.15562640
3062677	0	0.91310559
3061199	1	0.96752974
3060101	1	0.93447044
3060278	1	0.50629636
3062840	1	0.87399812
3062799	0	0.77539080
3062533	1	0.53847761
3061805	1	0.99513929
3061923	0	0.15420229
3062206	1	0.88878502
3063504	1	0.90648303
3063790	1	0.89238844
3063407	1	0.90348840
3060146	1	0.92759257
3063568	1	0.66139342
3061289	0	0.58857597
3063200	1	0.90981448
3063749	1	0.98781245
3063270	1	0.99372611
3063809	1	0.75830490
3065097	0	0.88549979
